,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
491,The Art of Energy Healing,"Channel Life-Changing Healing for Yourself, Your Friends, and Paying Clients",https://udemy-images.udemy.com/course/125_H/1171110_4871.jpg,Alexander Fairman,/the-art-of-energy-healing/,$199.99,Health & Fitness,276,Meditation,242,4.57
492,The 2D Game Artist - Design Amazing Art Assets From Scratch,Make 2D art for games. From icons to animations. Using GIMP - the free Photoshop alternative.,https://udemy-images.udemy.com/course/125_H/1188846_5a48_4.jpg,Michael Bridges,/gimpforgames/,$94.99,Development,288,Game Development,14,4.67
493,The Complete Apple Watch Developer Course - Build 14 Apps,Build real apps for the new Apple Watch - no programming experience required.,https://udemy-images.udemy.com/course/125_H/370636_1f03_2.jpg,Rob Percival,/complete-apple-watch-developer-course/,$99.99,Development,288,Mobile Apps,10,4.74
494,PLC Programming From Scratch (PLC I),This course will give a person with no prior experience the basic tools necessary to create  a PLC program from scratch.,https://udemy-images.udemy.com/course/125_H/118042_251a_11.jpg,Paul Lynn,/plc-programming-from-scratch/,$99.99,IT & Software,294,Hardware,136,4.61
495,Docker for Java Developers,Learn how you can use Docker to supercharge your enterprise Java Development!,https://udemy-images.udemy.com/course/125_H/1121254_5463.jpg,John Thompson,/docker-for-java-developers/,$149.99,Development,288,Software Engineering,20,4.39
496,Blender Character Creator - Make 3D Animations From Scratch,"Learn Blender basics, rigging and exporting to game engines.",https://udemy-images.udemy.com/course/125_H/1356020_2c30.jpg,Michael Bridges,/blendercharacters/,$99.99,Development,288,Game Development,14,4.8
497,Microsoft Excel 2011 for Mac Tutorial - Learn The Easy Way.,Learn Microsoft Excel 2011 for Mac at your own pace. Comes with Certificate of Completion,https://udemy-images.udemy.com/course/125_H/17164_80ce_9.jpg,Infinite Skills,/learning-microsoft-excel-2011-for-mac/,$49.99,Office Productivity,292,Microsoft,96,4.36
498,Master your brain: Neuroscience for personal development,"Discover how this approach can help with stress, self confidence, motivation, change, communication, relations, ...",https://udemy-images.udemy.com/course/125_H/277654_7a46_6.jpg,Gregory Caremans - Brain Academy,/my-brain-and-i/,$199.99,Personal Development,296,Personal Transformation,142,4.47
499,The Complete Finance Manager Course 2018,"Financial Management, ERP systems, Accounting, Capital budgeting, Presentation design, Management, and Negotiation",https://udemy-images.udemy.com/course/125_H/1461614_93be_4.jpg,365 Careers,/the-complete-finance-manager-course/,$194.99,Business,268,Finance,24,4.55
500,Learn 3D Animation - The Ultimate Blender Guide,A-Z Guide to Learning 3D Animation and Modeling With Blender to Set You on Your Way to Creating Awesome 3D Artwork,https://udemy-images.udemy.com/course/125_H/922654_100d.jpg,Alex Cordebard,/blendercourse/,$194.99,Design,269,3D & Animation,120,4.58
501,How To Sing #1: Complete Vocal Warm ups & Voice Physiology,Singing Lessons for Vocal Warm Up's Tips & Voice Essentials,https://udemy-images.udemy.com/course/125_H/450918_4af0_3.jpg,Roma Waterman,/singing-lessons-online/,$149.99,Music,278,Vocal,302,4.58
502,Social Media Marketing & Marketing Strategy Masterclass 2018,"Digital Marketing, Blogging Email Marketing YouTube Local SEO Vlogging SEO Instagram Quora Pinterest Podcasting",https://udemy-images.udemy.com/course/125_H/959128_f401_2.jpg,Mark Timberlake,/social-media-marketing-masterclass/,$199.99,Marketing,290,Social Media Marketing,66,4.43
503,Learn Bootstrap By Building Projects - Includes Bootstrap 4,Master Responsive Web Development Using Bootstrap 3 and Bootstrap 4 While Building Real Life projects,https://udemy-images.udemy.com/course/125_H/427530_d0e0_3.jpg,Eduonix Learning Solutions,/learn-bootstrap-development-by-building-10-projects/,$59.99,Development,288,Web Development,8,4.32
504,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Forex Robots - Learn the secrets to making 175% on a real Forex Account with Forex Trading Systems. Metatrader 4 EA,https://udemy-images.udemy.com/course/125_H/260470_bdcc_8.jpg,Kirill Eremenko,/backtesting/,$199.99,Business,268,Finance,24,4.53
505,Become a Junior Java Software Developer,Complete practical and conceptual Java programming course for beginners | Coupons Inside!,https://udemy-images.udemy.com/course/125_H/1309166_f0f6_7.jpg,Tim Short,/become-a-junior-java-software-developer/,$174.99,Development,288,Programming Languages,12,4.42
506,Data Structure and  Algorithms Analysis - Job Interview,"Write code that run faster, use less memory and prepare for Job Interview",https://udemy-images.udemy.com/course/125_H/1056766_fcd4_4.jpg,Hussein Al Rubaye,/data-structure-and-algorithms-analysis/,$199.99,Development,288,Programming Languages,12,4.6
507,Master Object Oriented Design in Java - Homework + Solutions,Don't just learn Java! Learn to write practical industry standard object oriented software and super charge your career!,https://udemy-images.udemy.com/course/125_H/359550_ab12_12.jpg,Imtiaz Ahmad,/mastering-object-oriented-design-in-java/,$199.99,Development,288,Programming Languages,12,4.64
508,Nutrition Masterclass: Build Your Perfect Diet & Meal Plan,"Learn The Truth About Nutrition, Dieting For Weight Loss, Building Muscle, Healthy Eating, Meal Planning, Fat Loss",https://udemy-images.udemy.com/course/125_H/1289968_6b08_2.jpg,Felix Harder,/nutrition-masterclass-build-your-perfect-diet-meal-plan/,$99.99,Health & Fitness,276,Nutrition,228,4.53
509,Become a Web Developer from Scratch,This course covers all you need to know about becoming a top skilled web developer even if you never programmed before!,https://udemy-images.udemy.com/course/125_H/11174_cbb1_116.jpg,Victor Bastos,/how-to-become-a-web-developer-from-scratch/,$199.99,Development,288,Web Development,8,4.42
510,React - Mastering Test and Behavior Driven Development,"Upgrade your React skills with Test and Behavior Driven Development! Jest, Enzyme, Redux, middleware, ES6, & more!",https://udemy-images.udemy.com/course/125_H/1345720_9586_3.jpg,David Katz,/react-tdd/,$99.99,Development,288,Web Development,8,4.47
511,Adobe InDesign CC: Your Complete Guide to InDesign,"Become an Adobe InDesign CC Master: Learn the complete InDesign workflow to create PDFs, eBooks, pamphlets, and more!",https://udemy-images.udemy.com/course/125_H/1351634_7dc7_3.jpg,Phil Ebiner,/adobe-indesign-course/,$199.99,Design,269,Design Tools,112,4.52
512,Vim Masterclass,"Mastering the vi and Vim Editors on the Linux, Unix, Mac, and Windows Operating Systems",https://udemy-images.udemy.com/course/125_H/1084120_c196_2.jpg,Jason Cannon,/vim-commands-cheat-sheet/,$199.99,Development,288,Development Tools,362,4.75
513,How to Evaluate Real Estate Investment Opportunities,Learn professional real estate investing concepts and techniques to pick winners in investment real estate,https://udemy-images.udemy.com/course/125_H/148902_af91_14.jpg,Symon He,/real-estate-investment-analysis/,$199.99,Business,268,Real Estate,58,4.6
514,Cluster Analysis and Unsupervised Machine Learning in Python,"Data science techniques for pattern recognition, data mining, k-means clustering, and hierarchical clustering, and KDE.",https://udemy-images.udemy.com/course/125_H/825684_ee00.jpg,Lazy Programmer Inc.,/cluster-analysis-unsupervised-machine-learning-python/,$119.99,Business,268,Data & Analytics,44,4.59
515,Learning Data Structures in JavaScript from Scratch,Write more efficient & performant code by learning data structures.  Be well prepared for technical interview questions.,https://udemy-images.udemy.com/course/125_H/973918_93b1_2.jpg,Eric Traub,/learning-data-structures-in-javascript-from-scratch/,$174.99,Development,288,Software Engineering,20,4.69
516,Options Trading - How to Win with Weekly Options,An Exact Blueprint for Options Trading Success,https://udemy-images.udemy.com/course/125_H/627540_bb3c_7.jpg,Jeff Tompkins,/work-from-home-setup-your-own-options-trading-business/,$114.99,Business,268,Finance,24,4.25
517,Arts Therapy : Arts Therapy For Self-Exploration (Part 2),Arts Therapy: Understanding Art Therapy / Therapeutic Art and The Healing Process of Therapeutic Art (Part 2),https://udemy-images.udemy.com/course/125_H/862874_9ec1_4.jpg,Libby Seery - Founder of Renaissance Life Therapies,/art-and-colouring-for-adults/,$199.99,Personal Development,296,Creativity,164,4.62
518,Anatomy for Figure Drawing: Mastering the Human Figure,This is what you need to learn in order to draw figures like a pro and land that dream job. ,https://udemy-images.udemy.com/course/125_H/62721_eed7_7.jpg,Neil Fontaine,/anatomy-for-figure-drawing-and-comics/,$94.99,Design,269,Graphic Design,110,4.45
519,SAP HANA SQL & SQL Scripting,Learn how to develop SAP HANA Database Skills using SQL & SQL Scripting,https://udemy-images.udemy.com/course/125_H/1278916_a389_3.jpg,Time4HANA (T4H),/sap-hana-sql/,$139.99,IT & Software,294,Other,140,4.7
520,Become AWS Certified - Solutions Associate CSA Practice Test,200 Practice Questions to Help You Pass the AWS Certified Solution Architect Associate exam first time!,https://udemy-images.udemy.com/course/125_H/1524704_3565_2.jpg,Codestars by Rob Percival,/awscsaexam/,$199.99,IT & Software,294,IT Certification,132,4.33
521,Alibaba - How To Succeed At Importing Products,Entrepreneur guide to big profits importing products from overseas using Alibaba,https://udemy-images.udemy.com/course/125_H/365516_6c7e.jpg,Larry VanDenHandel,/import-from-alibaba/,$89.99,Business,268,Entrepreneurship,26,4.55
522,The Complete Web Developer Bootcamp - Beginner to Expert,"Complete web development training. Get hired by building real apps with HTML, CSS, JS, Rails in this immersive course.",https://udemy-images.udemy.com/course/125_H/390866_7f55_3.jpg,Robeen Dey,/job-ready-web-developer/,$189.99,Development,288,Web Development,8,4.42
523,WordPress for Beginners: Your Guide to WordPress Websites,"Create your own Wordpress website: no experience, programming, or coding necessary.  Join our complete WordPress course!",https://udemy-images.udemy.com/course/125_H/1109602_1ef3_4.jpg,Phil Ebiner,/the-complete-wordpress-for-beginners-course/,$199.99,Design,269,Web Design,6,4.59
524,The Full JavaScript & ES6 Tutorial - (including ES7 & React),"The most in-depth course on ES6 around. Start with JavaScript, deep-dive into ES6, & even more (Webpack, ES7, & React)!",https://udemy-images.udemy.com/course/125_H/1105822_de56_4.jpg,David Katz,/es6-in-depth/,$99.99,Development,288,Programming Languages,12,4.45
525,Learn Spring Boot - Rapid Spring Application Development,Spring Boot gives you all the power of the Spring Framework without all of the complexity. Start writing apps today!,https://udemy-images.udemy.com/course/125_H/627032_1fbe_7.jpg,Dan Vega,/spring-boot-intro/,$199.99,Development,288,Programming Languages,12,4.35
526,Writing Tools & Hacks: Copywriting/Blogging/Content Writing,"The best FREE writing tools & apps + Hacks to take your copywriting, blogging, & content writing to the next level.",https://udemy-images.udemy.com/course/125_H/1331661_87ad_2.jpg,Tyler Speegle,/writing-tools-hacks/,$194.99,Marketing,290,Content Marketing,80,4.46
527,THE ART & SCIENCE OF DRAWING / BASIC SKILLS,DRAWING IS NOT A TALENT.  IT'S A SKILL ANYONE CAN LEARN.,https://udemy-images.udemy.com/course/125_H/1045092_8c2f_2.jpg,Brent Eviston,/the-art-and-science-of-drawing/,$24.99,Lifestyle,274,Arts & Crafts,180,4.77
528,101 Crucial Lessons They Don't Teach You In Business School,"Forbes said ""1 of 6 Books Every Entrepreneur Needs to Read Right Now"". These concepts are not taught in MBA schools!",https://udemy-images.udemy.com/course/125_H/637932_22ad_20.jpg,Chris Haroun,/101-crucial-lessons-they-dont-teach-you-in-business-mba-school/,$49.99,Business,268,Entrepreneurship,26,4.45
529,Facebook Marketing: A Step-by-Step to Your First 1000 Fans!,Facebook Marketing 2015: The Leading Facebook Strategies Proven to Attract 1000 Relevant & Genuine Facebook Likes!,https://udemy-images.udemy.com/course/125_H/194754_70fc_19.jpg,Benjamin Wilson,/facebook-pages/,$199.99,Marketing,290,Social Media Marketing,66,4.36
530,"Microsoft Excel - Intro to Power Query, Power Pivot & DAX","Get up & running with Excel's data modeling & business intelligence tools, taught by a best-selling Excel instructor!",https://udemy-images.udemy.com/course/125_H/1137048_c1d7_3.jpg,Chris Dutton,/microsoft-excel-power-query-power-pivot-dax/,$174.99,Office Productivity,292,Microsoft,96,4.81
531,Selenium WebDriver With Java - Novice To Ninja + Interview,"Join the ""Top Rated Best Selenium Course"" - Basics To Advanced Level With POM, Grid, Maven, Jenkins, Interviews",https://udemy-images.udemy.com/course/125_H/246652_50e9_4.jpg,Lets Kode It,/selenium-webdriver-with-java-testng-and-log4j/,$199.99,Development,288,Software Testing,18,4.63
532,Cryptocurrency ICO A-Z™: Become A Smart ICO Investor,"Comprehensive Course To Help You Understand, Evaluate & Invest in Initial Coin Offerings, Without Being Caught By Scams!",https://udemy-images.udemy.com/course/125_H/1415514_6d37_3.jpg,Ravinder Deol,/initial-coin-offering/,$99.99,Business,268,Finance,24,4.67
533,Angular Essentials (Angular 2+ with TypeScript),The most efficient way to dive into Angular 2 or Angular 5 if you got limited time or need to refresh the basics!,https://udemy-images.udemy.com/course/125_H/1282020_b5b9.jpg,Maximilian Schwarzmüller,/angular-essentials-angular-2-angular-4-with-typescript/,$119.99,Development,288,Programming Languages,12,4.73
534,Modern Rock Guitar Techniques,"From sweep picking to legato to whammy tricks and everything in between, create your own legacy with these techniques!",https://udemy-images.udemy.com/course/125_H/1029440_0f17.jpg,Tyler Larson,/modern-rock-guitar-techniques/,$49.99,Music,278,Instruments,296,4.73
535,Data Science Academy: Master Data Science In R,R Based Data Science: The Ultimate Data Science Course With Practical Examples & Hands-On Training,https://udemy-images.udemy.com/course/125_H/1421468_4841_2.jpg,Minerva Singh,/data-science-in-r/,$199.99,Business,268,Data & Analytics,44,4.47
536,Make Money on Instagram as an Instagram Influencer,How to Grow and Monetize your Instagram in 2018 : Step by Step Guide to start Making Money from your Instagram account,https://udemy-images.udemy.com/course/125_H/1473376_8666_5.jpg,António Araújo,/make-money-on-instagram-as-an-influencer/,$99.99,Business,268,Home Business,46,4.64
537,Master Microsoft Word Beginner to Advanced,"Master the most popular Word Processing tool, Microsoft Word. Microsoft Word 2010, Word 2013, Word 2016",https://udemy-images.udemy.com/course/125_H/1235430_7a1d_3.jpg,Kyle Pew,/microsoft-word-from-beginner-to-advanced-and-beyond/,$149.99,Office Productivity,292,Microsoft,96,4.69
538,Acumen Presents: Seth Godin's Leadership Workshop,Learn the concrete steps to lead change and create an alternative future for yourself and others.,https://udemy-images.udemy.com/course/125_H/751602_52ec.jpg,+Acumen Courses,/seth-godins-leadership-workshop/,$99.99,Personal Development,296,Leadership,146,4.42
539,Python eCommerce | Build a Django eCommerce Web Application,Launch your business by learning to build your own eCommerce app step-by-step.,https://udemy-images.udemy.com/course/125_H/1396598_5622.jpg,Justin Mitchel,/python-ecommerce-build-a-django-ecommerce-web-application/,$194.99,Development,288,Web Development,8,4.48
540,Become a Certified Web Developer,"Complete coverage of HTML, CSS, Javascript and PHP for the Certified Web Developer Exam.",https://udemy-images.udemy.com/course/125_H/11475_9dac_12.jpg,"LearnToProgram, Inc.",/become-a-certified-web-developer/,$99.99,Development,288,Web Development,8,4.41
541,Learn Devops: Continuously Deliver Better Software,"Excel in delivering and deploying software using Git, Vagrant, Chef, Ansible, Jenkins, Docker, and Kubernetes",https://udemy-images.udemy.com/course/125_H/645126_3d41_5.jpg,Edward Viaene,/learn-devops-continuously-deliver-better-software/,$39.99,Development,288,Development Tools,362,4.1
542,"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",https://udemy-images.udemy.com/course/125_H/1315262_b3cb.jpg,TetraTutorials Team,/devops-and-continuous-integration-with-jenkins-pipelines/,$194.99,Development,288,Development Tools,362,4.47
543,Google Analytics Certification: Get Certified in Just 2 Days,"Become Google Analytics Certified in Just 2 Days to Help Secure Your Next Interview, Promotion or Client!",https://udemy-images.udemy.com/course/125_H/328386_6809_11.jpg,Daragh Walsh,/google-analytics-certification/,$199.99,Marketing,290,Analytics & Automation,72,4.45
544,Learning Windows PowerShell,A comprehensive guide to using Windows PowerShell for System Administrators,https://udemy-images.udemy.com/course/125_H/328292_ec6a_6.jpg,Infinite Skills,/learning-windows-powershell/,$49.99,IT & Software,294,Operating Systems,138,4.41
545,Secrets of Spoken English,Learn the secrets of English Speaking in weeks not years!,https://udemy-images.udemy.com/course/125_H/1265618_008e_2.jpg,Terry Mc Gonigle,/how-to-understand-native-speakers/,$199.99,Language,279,English,254,4.33
546,Mobile App Design from scratch with Sketch 3 : UX and UI,"The new, improved and updated best-selling step by step guide to learn how to design a great mobile app.",https://udemy-images.udemy.com/course/125_H/99554_d15d_13.jpg,Maxime Cormier,/mobile-app-design-from-scratch/,$24.99,Development,288,Mobile Apps,10,4.5
547,Automated Software Testing with Python,"Learn about automated software testing with Python, BDD, Selenium WebDriver, and Postman, focusing on web applications",https://udemy-images.udemy.com/course/125_H/1319746_e9b5_3.jpg,Jose Salvatierra,/automated-software-testing-with-python/,$134.99,Development,288,Software Testing,18,4.58
548,BASH Programming Course: Master the Linux Command Line!,Go from beginner to advanced with the Linux command line in this BASH programming course!,https://udemy-images.udemy.com/course/125_H/706978_302e_3.jpg,Ermin Kreponic,/bash-programming/,$194.99,Development,288,Programming Languages,12,4.21
549,The Essential Guide to Entrepreneurship by Guy Kawasaki,Learn from an entrepreneur and investor how to launch a company with confidence and avoid common pitfalls,https://udemy-images.udemy.com/course/125_H/399444_78d4_5.jpg,Guy Kawasaki,/entrepreneurship-course-by-guy-kawasaki/,$94.99,Business,268,Entrepreneurship,26,4.61
550,The Complete Digital Marketing Course 2.0 - 15 Courses in 1,"Become a Digital Marketing Expert: Social Media Marketing, Growth Hacking, SEO, Email Marketing, Google Adwords & More!",https://udemy-images.udemy.com/course/125_H/1427000_3fdb_3.jpg,Daragh Walsh,/digital-marketing-course-online/,$199.99,Marketing,290,Digital Marketing,62,4.57
551,Pre-Programming: Everything you need to know before you code,Increase your chance of success learning to code and communicating with other developers,https://udemy-images.udemy.com/course/125_H/881980_fc8f.jpg,Evan Kimbrell,/pre-programming-everything-you-need-to-know-before-you-code/,$124.99,Development,288,Programming Languages,12,4.62
552,Business Development For Startups and Tech Companies,"Unlock massive growth using the business development channel. Learn pitching, BD strategy, cold emailing, & deal closing",https://udemy-images.udemy.com/course/125_H/200994_5de4_2.jpg,Scott Britton,/business-development-strategy-startups/,$194.99,Business,268,Sales,32,4.28
553,Mastering Agile Scrum Project Management,Review and master agile development & scrum methodologies for your career. Accredited PMI Provider.,https://udemy-images.udemy.com/course/125_H/665152_eabb_2.jpg,LearnSmart LLC,/mastering-agile-scrum-project-management-pmi-rep/,$199.99,IT & Software,294,IT Certification,132,4.23
554,Business Analyst: Essential Modeling Skills & Techniques,"Learn to create Process Flowcharts, User Stories, Use Cases, SWOT Analysis, RACI Matrix, Scoring Matrices, and more!",https://udemy-images.udemy.com/course/125_H/1025822_5df6_2.jpg,Jeremy Aschenbrenner | The BA Guide,/visual-modeling-master-class/,$134.99,Business,268,Data & Analytics,44,4.44
555,Complete Python Web Course: Build 8 Python Web Apps,Build Python Web Applications from Beginner to Expert using Python and Flask,https://udemy-images.udemy.com/course/125_H/631128_2efb_5.jpg,Jose Salvatierra,/the-complete-python-web-course-learn-by-building-8-apps/,$109.99,Development,288,Web Development,8,4.48
556,PMP Exam Prep 2018: Pass the PMP Exam on your first try!,Asses your readiness for the pmp exam - 2Timed tests - 100 Questions each -200 Questions total ( fully updated),https://udemy-images.udemy.com/course/125_H/1494160_26fb.jpg,Adel Mansour,/pmp-exam-prep-2018-pass-the-pmp-exam-on-your-first-try/,$104.99,Test Prep,298,Test Taking Skills,348,4.68
557,Amazon FBA - How to Private Label Products & EARN income!,Sell on Amazon using FBA - Our focus is private labeling,https://udemy-images.udemy.com/course/125_H/810012_3b68_4.jpg,Colton Shuell,/make-millions-on-amazon/,$24.99,Business,268,Entrepreneurship,26,4.49
558,Unity Game Development: Make Professional 3D Games,Learn To Code In C# And How To Create Stunning 3D Games In Unity Game Engine,https://udemy-images.udemy.com/course/125_H/1135088_5cf0_3.jpg,Awesome Tuts,/unity-game-development-make-professional-3d-games/,$194.99,Development,288,Game Development,14,4.64
559,Web Design for Beginners: Real World Coding in HTML & CSS,"Launch a career as a web designer by learning HTML5, CSS3, responsive design, Sass, cross device compatibility and more!",https://udemy-images.udemy.com/course/125_H/246154_d8b0_3.jpg,Brad Schiff,/web-design-for-beginners-real-world-coding-in-html-css/,$129.99,Development,288,Web Development,8,4.71
560,C++: From Beginner to Expert,Designed for people who don't have any knowledge about the programming and want to program in C++,https://udemy-images.udemy.com/course/125_H/43718_e5ca_10.jpg,Arkadiusz W?odarczyk,/video-course-c-from-beginner-to-expert/,$69.99,Development,288,Programming Languages,12,4.45
561,Pixel art for Video games,The essential course for creating stunning pixel art graphics for video-games or stylish illustrations and designs,https://udemy-images.udemy.com/course/125_H/397936_513f_3.jpg,Marco Vale,/pixel-art-for-video-games/,$69.99,Design,269,Game Design,116,4.62
562,Infinite Mind: Acquire Photographic Memory & Become a Genius,"Memorize Information Rapidly, Live Life More Efficiently and Intelligently, Unleash your Potential & Fulfill Your Dreams",https://udemy-images.udemy.com/course/125_H/1421288_adb1_6.jpg,Nasif Sufian,/infinite-mind-acquire-photographic-memory/,$149.99,Personal Development,296,Memory & Study Skills,172,4.48
563,"Reiki Level I, II and Master Certification | Energy Healing","Become a Certified Usui Reiki Practitioner | Heal Yourself, Family, Friends, Clients, Pets and More with Loving Energy!",https://udemy-images.udemy.com/course/125_H/875612_0144_5.jpg,Melissa Crowhurst,/reiki-master-certification-energy-healing/,$144.99,Personal Development,296,Personal Transformation,142,4.8
564,Become a WordPress Developer: Unlocking Power With Code,"Learn PHP, JavaScript, WordPress theming & the WP REST API to Create Custom & Interactive WordPress Websites",https://udemy-images.udemy.com/course/125_H/1010586_b622_3.jpg,Brad Schiff,/become-a-wordpress-developer-php-javascript/,$199.99,Development,288,Web Development,8,4.82
565,Ultimate Guide to Drawing Animated Characters,Learn to draw characters like a pro.,https://udemy-images.udemy.com/course/125_H/1421396_a127_2.jpg,Austin Batchelor,/ultimate-guide-to-character-design-from-beginner-to-pro/,$129.99,Design,269,3D & Animation,120,4.55
566,Passive Income Investing And Side-Gig Mastery!,"Passive Income With Little Effort From Dividends, Peer Lending, REIT, MLP, Crowd-Sourcing, Airbnb, Real Estate, & More!",https://udemy-images.udemy.com/course/125_H/1474372_efe2_3.jpg,"Steve Ballinger, MBA",/passive-income-course/,$199.99,Personal Development,296,Personal Finance,148,4.61
567,Wordpress Complete Web Design :Latest Wordpress Design Techs,Master Wordpress website design with Elementor : beginner to Advanced - no coding & build Wordpress ecommerce web Design,https://udemy-images.udemy.com/course/125_H/1400228_f27e.jpg,Khalil Ibrahim,/wordpress-complete-web-design-latest-wordpress-design-techs/,$194.99,Development,288,Web Development,8,4.74
568,PMP® Exam Prep 2018 : 2 Full Real Exams &Detailed PMP Math,Project Management Professional (PMP® Exam Prep) :2 full high real PMP® Exams &How to get every math question Correctly.,https://udemy-images.udemy.com/course/125_H/1108406_2a48_3.jpg,Adel Mansour,/pmp-exam-prep-2017-2-full-real-exams-detailed-pmp-math/,$199.99,Business,268,Project Management,38,4.62
569,Tech Explorations™ Arduino Step by Step: Getting Started,The original comprehensive course designed for new Arduino Makers,https://udemy-images.udemy.com/course/125_H/982708_2483.jpg,Dr. Peter Dalmaris,/arduino-sbs-17gs/,$149.99,IT & Software,294,Hardware,136,4.69
570,Mastering Adobe Photoshop CC,Take Your Creative Skills to The Next Level with this Adobe Photoshop CC Tutorial. Taught By Leading Photoshop Trainer,https://udemy-images.udemy.com/course/125_H/55577_e321_7.jpg,Infinite Skills,/adobe-photoshop-cc/,$49.99,Design,269,Design Tools,112,4.55
571,Salesforce Platform App Builder Developer 401 Certification,The Former Salesforce Developer 401 Certification is Now Platform App Builder - Build Apps and Get Certified,https://udemy-images.udemy.com/course/125_H/693698_77be_2.jpg,Mike Wheeler,/salesforce-platform-app-builder/,$199.99,IT & Software,294,IT Certification,132,4.55
572,Amazon EC2 Master Class (with Auto Scaling & Load Balancer),"Be an AWS EC2 expert. Learn AutoScaling, AWS Load Balancing, EBS Volume, Network, VPC Security Group, EC2 Instance Types",https://udemy-images.udemy.com/course/125_H/1527740_a494.jpg,Stephane Maarek,/aws-ec2-masterclass/,$49.99,IT & Software,294,Other,140,4.78
573,The Platform's Biggest & Most Popular Photoshop Course,My Biggest Photoshop Course - Become an expert in Photoshop with no experience or prior knowledge - Anyone can do it,https://udemy-images.udemy.com/course/125_H/16799_e077_16.jpg,Manfred Werner,/photoshoptraining/,$19.99,Design,269,Design Tools,112,4.44
574,The Digital Painting MEGA Course: Beginner to Advanced,Learn the #1 most important skill for digital artists!,https://udemy-images.udemy.com/course/125_H/1458304_7c2b_3.jpg,Austin Batchelor,/the-digital-painting-mega-course-beginner-to-advanced/,$199.99,Design,269,Other,130,4.74
575,Cryptocurrency AltCoin Trading: The Best Picks For 2018,How To Make Lots Of Bitcoin In 2018. How To 10X Your Investment!!,https://udemy-images.udemy.com/course/125_H/1462068_e772.jpg,Charlie Maginness,/cryptocurrency-altcoin-trading-the-best-picks-for-2018/,$79.99,Business,268,Finance,24,4.51
576,Certified Bitcoin Professional: Pass The Certification Exam,Enroll On The Most Complete Course Available Helping You To Become A Certified Bitcoin Professional!,https://udemy-images.udemy.com/course/125_H/1079760_4678.jpg,Ravinder Deol,/bitcoin-certification/,$99.99,IT & Software,294,IT Certification,132,4.39
577,Internationally Accredited Diploma Certificate in Nutrition,Learn how to eat healthy and understand the fundamentals of nutrition science,https://udemy-images.udemy.com/course/125_H/1504862_475f_2.jpg,Akash Sehrawat,/internationally-accredited-diploma-certificate-in-nutrition/,$199.99,Health & Fitness,276,Nutrition,228,4.56
578,Sketch 3 from A to Z: Become an App Designer,Finally a comprehensive guide to using Sketch 3 for designing mobile applications. Learn to design an app from A to Z.,https://udemy-images.udemy.com/course/125_H/371074_6c73.jpg,Joseph Angelo Todaro,/learnsketch3/,$74.99,Design,269,Graphic Design,110,4.71
579,Java Web Services,"Learn how to design,create , consume and secure SOAP   and REST web services  from scratch in easy steps.",https://udemy-images.udemy.com/course/125_H/345340_1d59_6.jpg,Bharath Thippireddy,/java-web-services/,$29.99,IT & Software,294,Other,140,4.45
580,#1 Cryptocurrency Investment Course: A Step-By-Step Guide,Join the New Economic Movement! Learn every thing you need to know about Cryptocurrency!,https://udemy-images.udemy.com/course/125_H/1282650_770b_7.jpg,Sam Capizzi,/cryptosomniac/,$194.99,Business,268,Finance,24,4.42
581,Ansible for the Absolute Beginner - Hands-On,This course introduces Ansible to the absolute beginner. Practice Ansible with the help of coding exercises in browser,https://udemy-images.udemy.com/course/125_H/1209412_842c_5.jpg,Mumshad Mannambeth,/learn-ansible/,$99.99,IT & Software,294,Other,140,4.56
582,After Effects CS6: The Complete Guide to Adobe After Effects,The best After Effects guide to creating motion graphics and using special effects with Adobe After Effects.,https://udemy-images.udemy.com/course/125_H/53639_3dfa_5.jpg,Phil Ebiner,/aftereffects/,$199.99,Design,269,Design Tools,112,4.51
583,"Ultimate Ableton Live 9 Complete: Parts 4, 5, & 6","Learning Ableton Live the right way: From the basics to the advanced, from Ableton Certified Trainer J. Anthony Allen.",https://udemy-images.udemy.com/course/125_H/1295342_c25f.jpg,Jason Allen,/ultimate-ableton-live-complete-parts-4-5-6/,$124.99,Music,278,Music Software,306,4.65
584,Kali Linux Tutorial For Beginners,#1 Ranking Kali Linux Tutorial! Learn from the pros how to use Kali Linux easily and quickly.,https://udemy-images.udemy.com/course/125_H/1343556_f3e5_2.jpg,Hackers Academy - Online Ethical Hacking Tutorials,/kali-linux-tutorial-for-beginners/,$194.99,IT & Software,294,Network & Security,134,4.45
585,Learn Close Combat Training: Military Hand-To-Hand Combat,"Military Hand-To-Hand Self Defense System Lets You Humiliate Younger, Tougher, BIGGER and More Experienced Attackers.",https://udemy-images.udemy.com/course/125_H/208726_966c_4.jpg,Chris Pizzo,/closecombattraining/,$99.99,Health & Fitness,276,Self Defense,236,4.61
586,Practical PLC Programming (PLC II),"This course will give an intermediate-level student the experience necessary to originate complex, logical solutions.",https://udemy-images.udemy.com/course/125_H/811172_7721_4.jpg,Paul Lynn,/plc_programming/,$99.99,IT & Software,294,Hardware,136,4.76
