,Course,Description,Image,Instructor,Link,Price,PrimaryCategory,PrimaryCategoryID,PrimarySubcategory,PrimarySubcategoryID,Rating
2730,Object Oriented Programming (OOP) in PHP - Build An OOP Site,"No PHP knowledge required. Everything you need to know to build and manage OOP websites in PHP, including Wordpress",https://udemy-images.udemy.com/course/480x270/242574_14f9_5.jpg,Rob Percival,/object-oriented-programming-in-php/,$19.99,Development,288,Web Development,8,4.5
2731,Total Frontend Website Creation HTML CSS JavaScript jQuery,Comprehensive Course on How to create websites Learn to create websites the complete front end web developer course,https://udemy-images.udemy.com/course/480x270/830836_ca19.jpg,Laurence Svekis,/frontend-website-developer-html-css-javascript-jquery/,$199.99,Design,269,Web Design,6,4.44
2732,The Ultimate Instagram Marketing Course | Grow Your Page!,Learn How To Market Your Instagram Account - From Beginner To Expert - Guide To Grow Your Page!â€‹,https://udemy-images.udemy.com/course/480x270/1348106_24fb_3.jpg,BlackBrick ©?,/insta-marketing/,$199.99,Marketing,290,Social Media Marketing,66,4.21
2733,Learn Microsoft Word 2016 - From Beginner to Expert,"Become a Guru in Word Quickly, Ace the Interview and get the Job!",https://udemy-images.udemy.com/course/480x270/1257072_5e11.jpg,Scott Falls,/learn-microsoft-word-2016-from-beginner-to-expert/,$99.99,Office Productivity,292,Microsoft,96,4.63
2734,Social Media Marketing: Quick Guide of Basic Principles,Discover the Basic Principles for Strategic & Successful Social Media Marketing for Beginners + 2018 Social Media Stats!,https://udemy-images.udemy.com/course/480x270/1469978_c59c_2.jpg,Sasha Miller,/social-media-marketing-for-beginners-basic-principles/,$29.99,Marketing,290,Social Media Marketing,66,4.6
2735,"2100: Plan The Next 5, 10, 25, 50 and 100 Years of Your Life","Get the ultimate long term system for planning your life via your career, personal life, relationships and health.",https://udemy-images.udemy.com/course/480x270/1327724_4377.jpg,Timothy Kenny,/2100-plan-the-next-5-10-25-50-and-100-years-of-your-life/,$199.99,Personal Development,296,Productivity,144,4.05
2736,How To Create & Sell Your Own Guided Meditations from Home,Create Meditation Music and Leverage Digital Technology to Create and Sell Meditation Audios on Any Topic You Choose,https://udemy-images.udemy.com/course/480x270/631646_2419_2.jpg,Billy Allen,/how-to-create-and-sell-your-own-meditation-audios-from-home/,$199.99,Personal Development,296,Creativity,164,4.64
2737,Exercise for Beginners: Bodyweight Training,"â€‹Learn how to exercise, how to get started with your fitness training, and how to feel energized and healthy!",https://udemy-images.udemy.com/course/480x270/1514106_b81b.jpg,Allen Wildes,/exercise-beginners/,$19.99,Health & Fitness,276,Fitness,222,5.0
2738,Fully Accredited Professional Counselling Course,An In Depth Counseling Course To Take Your Therapy Skills To A New Level - Talking Is The New Healing!,https://udemy-images.udemy.com/course/480x270/1467252_b6ff.jpg,Karen E Wells,/fully-accredited-professional-counselling-course/,$94.99,Personal Development,296,Personal Transformation,142,4.55
2739,"Winning Communication Skills for Telephone, Conference Calls",Use the Telephone Effectively! Avoid Phone Etiquette Blunders that Annoy Bosses and Clients,https://udemy-images.udemy.com/course/480x270/1564762_2612_3.jpg,TJ Walker,/telephone-conference-calls-workplace-communication-skills/,$149.99,Business,268,Communications,28,4.45
2740,How to Understand Informal British English: London,A Fun and Interesting Guide to Understanding Informal Spoken English from the Uk and Especially London,https://udemy-images.udemy.com/course/480x270/1489040_6b6b_2.jpg,Christopher Hanson,/informal-english/,$39.99,Language,279,English,254,4.82
2741,Copywriting for Beginners Part 1 of 3: Seven Vital Questions,Discover the seven questions you must ask before you can begin copywriting,https://udemy-images.udemy.com/course/480x270/1315024_4d07.jpg,Alan Sharpe,/copywriting-for-beginners-part-1-of-5-seven-vital-questions/,$19.99,Marketing,290,Marketing Fundamentals,70,4.67
2742,1 Hour HTML,Learn how to code in HTML in 1 hour. This class is set up for complete beginners!,https://udemy-images.udemy.com/course/480x270/64422_c6dd_6.jpg,John Bura,/1-hour-html/,$199.99,Development,288,Web Development,8,4.49
2743,Management Psychology: Develop Your Emotional Intelligence,Learn how to apply emotional intelligence to increase leadership ability and job performance in the workplace.,https://udemy-images.udemy.com/course/480x270/1379518_c7a1.jpg,Ermin Dedic,/emotionalintelligenceworkplace/,$194.99,Business,268,Management,30,4.45
2744,Cisco Networking CCNA IPv6,Cisco Networking CCNA IPv6 Course: IPv6 Addressing on Enterprise and Service Provider Networks,https://udemy-images.udemy.com/course/480x270/525120_8eba_4.jpg,Sam Fitzgerald,/networkingstepbystep-ipv6-addressing-and-basic-connectivity/,$74.99,IT & Software,294,Network & Security,134,4.1
2745,Ruby Programming For Everyone,Learn Ruby Programming Fast!,https://udemy-images.udemy.com/course/480x270/1437332_ce8e_3.jpg,John Elder,/ruby-programming-for-everyone/,$199.99,Development,288,Programming Languages,12,4.63
2746,VFX in After Effects CC: Beginner's Guide to Visual Effects,VFX in After Effects CC: An In-depth Guide to Perspective and Generate Visual Effects in Adobe After Effects CC,https://udemy-images.udemy.com/course/480x270/1032904_f238_2.jpg,Louay Zambarakji,/visual-effects-in-after-effects/,$149.99,Design,269,Design Tools,112,4.42
2747,Performance Management: Objective setting for new managers,Learn how to quickly create focus and clarity for your team. Boost team performance with quality performance objectives.,https://udemy-images.udemy.com/course/480x270/1297046_eb61_2.jpg,Richard Lock,/management-skills-objective-setting/,$29.99,Business,268,Management,30,4.31
2748,Cloud Computing with Apache CloudStack: Run your own cloud,Apache CloudStack: Learn sought after skills with rising demand. Build your own IaaS with Apache CloudStack!,https://udemy-images.udemy.com/course/480x270/1169898_7071.jpg,TetraTutorials Team,/apache-cloudstack-install-build-and-run-iaas-cloud/,$194.99,IT & Software,294,Network & Security,134,4.72
2749,How to Start a Business on Fiverr,You already have the skills. Learn how to share them optimally!,https://udemy-images.udemy.com/course/480x270/1303152_353e.jpg,Bryan Guerra,/how-to-start-a-business-on-fiverr/,$179.99,Business,268,Entrepreneurship,26,4.56
2750,PCB Design a Tiny Arduino In Altium CircuitMaker,Learn Printed Circuit Board (PCB) design by creating your own Tiny Arduino Nanite in Altium CircuitMaker.,https://udemy-images.udemy.com/course/480x270/741888_4b31_5.jpg,Arduino Startups,/pcb-design-a-tiny-arduino-in-altium-circuitmaker/,$39.99,Development,288,Development Tools,362,4.35
2751,Facebook Marketing Mastery,Learn how to master Facebook Marketing for ANY Business!,https://udemy-images.udemy.com/course/480x270/1415594_5863.jpg,Tom Lane,/facebook-marketing-mastery/,$99.99,Marketing,290,Social Media Marketing,66,4.52
2752,Fundamentals of Microsoft Bot Framework,Learn to create bots with Microsoft Bot Framework,https://udemy-images.udemy.com/course/480x270/1576596_cc63.jpg,Matrix Tech,/fundamentals-of-microsoft-bot-framework/,$24.99,Development,288,Development Tools,362,4.62
2753,Pre-ICO: How to raise up to million by spending hundreds.,I will share our positive experience and tell you about every aspect of successful pre-ICO with minimum budget.,https://udemy-images.udemy.com/course/480x270/1440592_ac20_3.jpg,Roman Zhur,/pre-ico-how-to-raise/,$49.99,Business,268,Entrepreneurship,26,3.9
2754,Command Line Basics,Learn How to Use the Command Line (aka. Terminal),https://udemy-images.udemy.com/course/480x270/1171984_f288_2.jpg,One Month,/one-month-terminal-crash-course/,$19.99,Development,288,Development Tools,362,4.24
2755,Master Microsoft Excel Table Design in Under 30 Minutes,Master the DESIGN and CONSTRUCTION PRINCIPLES of using Excel Formula's and Functions with SHORT 2 MINUTE VIDEO'S!,https://udemy-images.udemy.com/course/480x270/340314_f710_5.jpg,Jed Guinto,/short-microsoft-excel/,$19.99,Office Productivity,292,Microsoft,96,4.29
2756,QA Expert :Software Testing + Bugzilla + SQL + Agile+ Unix,Learn Everything about Software Testing from Scratch with real time examples,https://udemy-images.udemy.com/course/480x270/456460_2b1c_3.jpg,Rahul Shetty,/learn-software-testing-in-practical-become-a-qa-expert/,$199.99,Development,288,Software Testing,18,4.21
2757,Google Tag Manager for Beginners+ (Challenges),Learn what GTM is all about and how to deploy your first Marketing Tracking with Google Tag Manager,https://udemy-images.udemy.com/course/480x270/523082_58fc_3.jpg,Julian Juenemann,/google-tag-manager-for-beginners/,$24.99,Marketing,290,Analytics & Automation,72,4.41
2758,Everyday Mind Mastery,Learn the easiest way to master your mind and control your life with Ben Franklin's 13x4 and some neat algorithms.,https://udemy-images.udemy.com/course/480x270/17708_1ac3_3.jpg,Tom Cassidy,/everyday-mind-mastery/,$34.99,Personal Development,296,Personal Transformation,142,4.05
2759,VB.Net And Windows Forms Programming Exercises for Beginners,Learn Visual Basic and Windows Forms by doing programming projects for beginners,https://udemy-images.udemy.com/course/480x270/1292918_20a3_2.jpg,Pavol Almasi,/visual-basic/,$24.99,Development,288,Programming Languages,12,4.6
2760,NLP: Confidence and Self Esteem Coaching Course,"Neuro Linguistic Programming: NLP, CBT, Counseling, Confidence, Self Esteem, Life Coaching for Transformation",https://udemy-images.udemy.com/course/480x270/286690_af5e_23.jpg,Patrick Howell,/double-your-confidence-4-scientifically-proven-nlp-technique/,$199.99,Personal Development,296,Self Esteem,168,4.49
2761,How to Build Your Own Website,A step-by-step course on how you can build your very own professional and optimized website,https://udemy-images.udemy.com/course/480x270/1303294_9c91.jpg,Bryan Guerra,/how-to-build-your-own-website/,$199.99,Development,288,Web Development,8,4.47
2762,SUCCESS: 9 Steps to Elite Performance,"Discover Science-Backed Tools to 3X your Success, Achieve your Goals, Eliminate Negative Habits & Master Your Psychology",https://udemy-images.udemy.com/course/480x270/241526_080d_3.jpg,Akash Karia,/science-of-success-how-successful-people-think-differently/,$19.99,Personal Development,296,Personal Transformation,142,4.38
2763,Balanced Scorecard: Master Your Data Driven Performance,Simplify Your Business Strategy and Increase Your Performance Using This Data Driven Tool,https://udemy-images.udemy.com/course/480x270/1102182_5d76_3.jpg,"Warren Chalklen, PhD",/balanced-scorecard-master-your-data-driven-performance/,$54.99,Business,268,Operations,36,4.15
2764,Product Management 101,Learn to become a more strategic product manager - and have a greater impact on your company and your products.,https://udemy-images.udemy.com/course/480x270/129118_fab9_7.jpg,Todd Birzer,/productmanagement101/,$19.99,Business,268,Management,30,4.32
2765,SAP ABAP Training - in Plain English,ABAP for absolute beginners - No Programming knowledge required,https://udemy-images.udemy.com/course/480x270/1146144_1a0a.jpg,Siva Prasad,/sap-abap-training/,$199.99,Development,288,Programming Languages,12,4.5
2766,Past Lives - Explore The Past To Heal The Present,Techniques to enable yourself or your clients to let go and heal the energy of Past Lives with Past Life Regression,https://udemy-images.udemy.com/course/480x270/1178202_8fe8_2.jpg,Karen E Wells,/past-lives-explore-the-past-to-heal-the-present/,$94.99,Personal Development,296,Religion & Spirituality,158,4.77
2767,Apache Kafka for Beginners - Learn Kafka by Hands-On,"Kafka - Deep dive in to Apache Kafka concepts and develop a working app using Docker, Java, Camel,Spark,Spring Boot.",https://udemy-images.udemy.com/course/480x270/1146104_b73e_9.jpg,D A,/apache-kafka-deep-dive-hands-on-using-javabuilt-in-scripts/,$39.99,IT & Software,294,Other,140,4.31
2768,Online Marketing: The Best Selling Author Sales Funnel,"Sell more! Amazon Kindle, self-published, best-selling authors all can take advantage of the Best Selling Author Funnel.",https://udemy-images.udemy.com/course/480x270/1457228_5593_3.jpg,Zach Miller,/online-marketing-the-best-selling-author-sales-funnel/,$49.99,Marketing,290,Product Marketing,90,4.91
2769,Create Dynamic web Forms with jQuery,Guide to accessing form content and utilizing the data within jQuery and JavaScript code,https://udemy-images.udemy.com/course/480x270/835426_4b0d.jpg,Laurence Svekis,/create-dynamic-web-forms-with-jquery/,$34.99,Development,288,Programming Languages,12,4.34
2770,Excel for the Absolute Beginner,Start knowing nothing about Excel and learn everything you need to become a productive Excel user by enrolling now,https://udemy-images.udemy.com/course/480x270/515802_526c_3.jpg,Think Forward Online Training,/learnexcel/,$49.99,Office Productivity,292,Microsoft,96,4.63
2771,How To Make An Android App Without Knowing Development,Learn A Simple And Efficient Method For Android Apps Development Without Knowing How To Code.,https://udemy-images.udemy.com/course/480x270/1483658_6157.jpg,Sorin Constantin,/how-to-make-an-android-app-without-knowing-development/,$94.99,Development,288,Mobile Apps,10,4.39
2772,"Microsoft Access VBA, Design and Advanced Methods Workshop 2",Learn new secrets to creating awesome Microsoft Access databases and VBA coding not covered in any of my other courses!,https://udemy-images.udemy.com/course/480x270/1091448_67f6.jpg,Bruce Myron,/access-vba-workshop-2/,$199.99,Office Productivity,292,Microsoft,96,4.86
2773,AdWords: Google AdWords Certification - Ultimate All 6 Exams,500+ Questions & Answers. Get Your Google AdWords Certification Exam Now! Ultimate- All 6 Exams. Real Test environment!,https://udemy-images.udemy.com/course/480x270/1584756_1294.jpg,Grigor Yovov,/google-adwords-certification-ultimate-all-6-exams/,$194.99,Marketing,290,Advertising,76,4.92
2774,Xamarin Android Sliding Puzzle C#,Native Android App with Xamarin and C#,https://udemy-images.udemy.com/course/480x270/1148484_869f_3.jpg,Amir J.,/xamarin-android-sliding-puzzle-csharp/,$29.99,Development,288,Mobile Apps,10,4.29
2775,Learn C# From Scratch with Real Applications,Learn to code in Visual Studio C# from scratch. I have provided HD video lectures and many real C# Applications,https://udemy-images.udemy.com/course/480x270/1212908_1361_2.jpg,Volkan At??,/learn-c-from-scratch-with-real-applications/,$99.99,Development,288,Programming Languages,12,4.24
2776,SEO Link Building: Rank in Google with EDU & GOV Backlinks,Free Keyword Research Software + Linkbuilding Training. Search engine optimization made easy - Rank Page 1 Online!,https://udemy-images.udemy.com/course/480x270/1538254_6118.jpg,Zach Miller,/seo-link-building-rank-in-google-with-edu-gov-backlinks/,$99.99,Marketing,290,Search Engine Optimization,64,4.63
2777,Cryptocurrency Masterclass: Technical Analysis for Beginners,"Learn technical analysis for cryptocurrencies such as Bitcoin, Ethereum & Altcoins - And spot the next breakout coin!",https://udemy-images.udemy.com/course/480x270/1455316_fa33.jpg,Finance Hero,/cryptocurrency-masterclass-technical-analysis-for-beginners/,$199.99,Business,268,Finance,24,4.38
2778,VirtualBox 1.9: Advanced Features and Practical Use,"The only course you will need to learn VirtualBox, Different OS, Web Server, Bash Commands and Network Modes.",https://udemy-images.udemy.com/course/480x270/1045264_2596_2.jpg,Elyorbek Khudaybergenov,/virtualbox-advanced-features-and-practical-use/,$29.99,IT & Software,294,Operating Systems,138,4.32
2779,"How to Find, Evaluate and Launch New Startup Ideas in 2018","Get a framework to find startup opportunities, quickly evaluate their business potential & test them with real customers",https://udemy-images.udemy.com/course/480x270/823902_b9a1_5.jpg,Pavel N. | Business | Innovation | Video,/find-and-evaluate-new-startup-ideas/,$194.99,Business,268,Entrepreneurship,26,4.44
2780,How to Get More Done in 7 Hours Than Most Do in 7 Days,"Increase work productivity, time management & efficiency with mind hacks, apps & softwares. For mastery of speed & time.",https://udemy-images.udemy.com/course/480x270/1395518_4c44_3.jpg,Zach Miller,/how-to-get-more-done-in-7-hours-than-most-do-in-7-days/,$69.99,Personal Development,296,Productivity,144,4.6
2781,From 0 to 1: Hive for Processing Big Data,"End-to-End Hive : HQL, Partitioning, Bucketing, UDFs, Windowing, Optimization, Map Joins, Indexes",https://udemy-images.udemy.com/course/480x270/857298_e6aa_2.jpg,Loony Corn,/from-0-to-1-hive/,$99.99,Business,268,Data & Analytics,44,4.21
2782,WordPress Development For Beginners,Learn how to create web site using WordPress and customize theme using HTML and CSS without programming,https://udemy-images.udemy.com/course/480x270/882488_9296_2.jpg,ClayDesk E-learning,/wordpress-basic/,$94.99,Development,288,Web Development,8,4.19
2783,Intro to Cyber Security Certification - Security+ Boot Camp,Get a brief introduction to the Cyber Security Industry and Security+ Certification,https://udemy-images.udemy.com/course/480x270/864240_7773_2.jpg,Chad Russell,/securityplustraining/,$94.99,IT & Software,294,Network & Security,134,4.08
2784,"3ds max , Vray , Photoshop : Making of The Museum","create stunning 3d renders using 3ds max , v-ray  , photoshop from A to Z course",https://udemy-images.udemy.com/course/480x270/1517896_4d1d.jpg,Maamir Houssam Eddine,/3ds-max-vray-photoshop-making-of-the-museum/,$99.99,Design,269,Architectural Design,124,4.68
2785,Python Network Programming - TCP/IP Socket Programming,"Python Networking Programming is simple for beginners, powerful for the pros. Use it to create tools, sockets and more.",https://udemy-images.udemy.com/course/480x270/1340440_7411_2.jpg,Attreya Bhatt,/python-network-programming-tcpip-socket-programming/,$194.99,Development,288,Programming Languages,12,4.34
2786,"Microsoft Access VBA, Design and Advanced Methods Workshop 3",Learn new secrets to creating awesome Microsoft Access databases and VBA coding not covered in any of my other courses!,https://udemy-images.udemy.com/course/480x270/1122654_1231.jpg,Bruce Myron,/access-vba-workshop-3/,$199.99,Office Productivity,292,Microsoft,96,4.88
2787,How to Create an Online Course or eBook in Less than 10 Days,Discover the step by step strategy to create an online course or eBook in less than 10 days to generate passive income,https://udemy-images.udemy.com/course/480x270/1365026_a340_2.jpg,Gustavo Escobar Henríquez,/create-an-online-course/,$19.99,Business,268,Home Business,46,4.4
2788,Learning the Hard Way Vol 8: Learning Project Organization,Learn how to organize your learning projects so that you can effortlessly find all your materials months or years later.,https://udemy-images.udemy.com/course/480x270/884336_847f.jpg,Timothy Kenny,/learning-project-organization/,$199.99,Personal Development,296,Memory & Study Skills,172,4.47
2789,JavaScript AJAX PHP mySQL create a Dynamic web Form project,Use JavaScript and PHP to create a database submission AJAX form.  Project using JSON AJAX PHP mySQL JavaScript together,https://udemy-images.udemy.com/course/480x270/597442_1b1f_4.jpg,Laurence Svekis,/javascript-ajax-php-mysql-create-a-comment-submission-form/,$104.99,Development,288,Programming Languages,12,4.19
2790,Introduction to PHP Programming Language,Learn the basics of PHP programming.,https://udemy-images.udemy.com/course/480x270/113768_db6a_3.jpg,Simon Sez IT,/introduction-to-php-programming-training-course/,$19.99,Development,288,Programming Languages,12,4.33
2791,Python Network Programming - Part 2: Multivendor Environment,"Automate Network Tasks Fast and Easy Using The Information, Tools, Libraries and Python Scripts Included In This Course!",https://udemy-images.udemy.com/course/480x270/723790_e192_3.jpg,Mihai Catalin Teodosiu,/python-network-programming-multivendor/,$24.99,Development,288,Programming Languages,12,4.47
2792,Mastering Adobe Lightroom 2018: Complete Photo/Image Editing,steps by steps guideline to master in adobe Lightroom,https://udemy-images.udemy.com/course/480x270/1565318_e90d.jpg,Creative Online School,/mastering-adobe-lightroom/,$39.99,Photography,273,Photography Tools,198,4.07
2793,"How to Add Facebook Login to Your App- SpriteKit, Swift, iOS",The BEST and ONLY Course That Shows You How To Instantly Make Your App Social With The Power Of Facebook Login,https://udemy-images.udemy.com/course/480x270/1322880_f248.jpg,Alex Nagy,/how-to-add-facebook-login-to-your-app-spritekit-swift-ios/,$199.99,Development,288,Mobile Apps,10,4.66
2794,Generate Leads With Facebook Ads For Local Business [2017],Learn How To Generate 92 Leads in 7 days! The Step-By-Step Facebook Advertising System For Local Businesses 2017,https://udemy-images.udemy.com/course/480x270/1170006_4be6_5.jpg,Aimee Vo,/generate-leads-with-facebook-ads-for-local-business/,$199.99,Marketing,290,Social Media Marketing,66,4.63
2795,The Ultimate Photography Course in Post-Processing & Editing,"This is The Ultimate Photography Course to learn Lightroom & Photoshop, and how to edit, and post process your photos.",https://udemy-images.udemy.com/course/480x270/1109912_a5b7_3.jpg,Jellis Vaes,/the-ultimate-post-processing-and-editing-course-for-beginners/,$64.99,Photography,273,Photography Tools,198,4.41
2796,SAP For Beginners: Get Ready For a SAP Career In Just 1 Hour,"Learn the basics of SAP ERP today. How to use in your business and how to get certification in SAP FI, SAP CO & more...",https://udemy-images.udemy.com/course/480x270/1535978_1745.jpg,The Startup Central Inc.,/sapintroduction/,$179.99,Business,268,Operations,36,4.03
2797,Canva : Graphic Design Theory Volume1,Volume1 to graphic design theory using Canva.,https://udemy-images.udemy.com/course/480x270/520468_d881_3.jpg,Jeremy Deighan,/canva-course-graphic-design-theory-in-social-media-volume-1/,$199.99,Design,269,Graphic Design,110,4.22
2798,Practical Project Management for Management Consultants,How to manage successfully a consulting project  - practical guide for Project Managers,https://udemy-images.udemy.com/course/480x270/1258358_b5a6.jpg,Asen Gyczew,/management-consulting-project-d/,$189.99,Business,268,Project Management,38,4.24
2799,Develop Blockbuster Story Ideas that Sell! (Writing Mastery),"Proven methods to unleash your creativity and brainstorm bestselling, high concept book and movie ideas",https://udemy-images.udemy.com/course/480x270/827314_5e01.jpg,Jessica Brody,/writing-mastery-creating-high-concept-ideas-that-sell/,$59.99,Business,268,Communications,28,4.71
2800,Learn Oracle Performance Tuning from Scratch,Learn Performance tuning in easy way,https://udemy-images.udemy.com/course/480x270/1292440_82c6.jpg,Easy Learning,/oracle-performance-tuning-from-scratch/,$194.99,IT & Software,294,Other,140,4.14
2801,Powerful Chrome DevTools Essential for Web Developers,Guide to learning how to use Google's Chrome DevTools.  Code updates and saving files directly from Chrome,https://udemy-images.udemy.com/course/480x270/648112_5f6a.jpg,Laurence Svekis,/chrome-devtools-web-developers-tutorial/,$119.99,Development,288,Development Tools,362,3.98
2802,Learn AngularJS Step By Step,"Very easy to learn video series on Angular-JS 1.4.1, Specially for those who are Beginners in this technology.",https://udemy-images.udemy.com/course/480x270/445534_3888_2.jpg,Maruti Makwana,/maruti-angularjs/,$34.99,Development,288,Web Development,8,4.18
2803,Learn Active Directory 2012 In 5 Days And Get A Promotion,Gain the skills to manage Active Directory & Group Policy in Windows Server 2012 & 2016 And Advance Your IT Career,https://udemy-images.udemy.com/course/480x270/1237968_3d79.jpg,The Startup Central Inc.,/activedirectory/,$194.99,IT & Software,294,Operating Systems,138,3.6
2804,Intermediate iOS - Get Job Ready with Swift 2,"Your beginner course got your started on iOS, this course will take you to the next level. Master making iPhone apps",https://udemy-images.udemy.com/course/480x270/706004_0259_3.jpg,Nick Walter,/intermediate-ios/,$149.99,Development,288,Mobile Apps,10,4.62
2805,Build Grit,How to Keep Going When You Want to Give Up,https://udemy-images.udemy.com/course/480x270/963970_0101.jpg,Martin Meadows,/grit-how-to-keep-going/,$19.99,Personal Development,296,Personal Transformation,142,4.46
2806,Travel Hacking - Earn Free Flights Across the World! US ONLY,Credit cards offer HUGE sign up bonuses!,https://udemy-images.udemy.com/course/480x270/773104_7ed3_3.jpg,"Son Han, CFA, CPA",/travel-hacking-earn-free-flights-around-the-world/,$19.99,Lifestyle,274,Travel,186,4.4
2807,Building Websites Create a fully functional Web contact form,Step by step guide on how to create a submit-able web form scratch using HTML CSS jQuery Bootstrap and PHP,https://udemy-images.udemy.com/course/480x270/976598_e1d1.jpg,Laurence Svekis,/how-to-create-a-fully-functional-web-contact-form/,$199.99,Development,288,Web Development,8,4.4
2808,Instagram Success: Step-By-Step to Your First 1000 Followers,30-Day Instagram Marketing Strategy. Generate business leads & get REAL followers for your business on Instagram in 2018,https://udemy-images.udemy.com/course/480x270/1555214_688c_2.jpg,Super Soph,/instagram-success-in-2018/,$129.99,Marketing,290,Social Media Marketing,66,4.6
2809,jQuery API Exercise Youtube Data WebSite,AJAX connect to YouTube API get JSON data use it within your applications,https://udemy-images.udemy.com/course/480x270/1578098_d1fb_2.jpg,Laurence Svekis,/learn-jquery-ajax/,$199.99,Development,288,Web Development,8,4.65
2810,Make a Living with Email Marketing  from Scratch 2018,Building Email List and Start a Profitable Email Marketing Business with Cpa and Affiliate Program,https://udemy-images.udemy.com/course/480x270/1492898_54a5_4.jpg,Iheb Mansour,/the-ultimate-email-marketing-for-cpa-and-affiliate-program/,$49.99,Marketing,290,Digital Marketing,62,4.39
2811,Master Your Everyday Fears with Science,Harness the power of your fears to get unstuck and moving forward with evidence based activities & strategies,https://udemy-images.udemy.com/course/480x270/1513360_cc6b.jpg,Mary Poffenroth,/science-based-fear-mastery/,$99.99,Personal Development,296,Personal Transformation,142,4.86
2812,Learn Oracle SQL,Your first step to become an Oracle SQL Developer,https://udemy-images.udemy.com/course/480x270/1406902_8b79_3.jpg,Sam Dhanasekaran,/learn-oracle-sql/,$19.99,IT & Software,294,IT Certification,132,4.36
2813,Learn Python Programming From Scratch,A Great Resource to Start and Master Python Development,https://udemy-images.udemy.com/course/480x270/230590_31a3_7.jpg,Eduonix Learning Solutions,/learn-python-programming-from-scratch/,$29.99,Development,288,Programming Languages,12,4.15
2814,Mastering Planning Vol 2: Weekly Planning,Build a new 60 minutes a week planning routine based on the PAMeLa planning framework and get in the flow consistently.,https://udemy-images.udemy.com/course/480x270/884346_cfae.jpg,Timothy Kenny,/weekly-planning/,$199.99,Personal Development,296,Productivity,144,4.77
2815,Fundamentals of Java with NetBeans,Basic principles of the Java language by example,https://udemy-images.udemy.com/course/480x270/1297194_d697_3.jpg,Christoph Tornau,/fundamentals-of-java-with-netbeans/,$19.99,Development,288,Programming Languages,12,4.26
2816,Freelance Business Kickstart: Start Your Freelance Business,"Learn how to start freelancing, land jobs, make money, and be happy! I give you the blueprint to success as a freelancer",https://udemy-images.udemy.com/course/480x270/320484_1b47_3.jpg,Phil Ebiner,/freelance-kickstart-launch-a-successful-freelancing-career/,$24.99,Business,268,Home Business,46,4.26
2817,JavaScript in Action JavaScript Projects,Guide to create JavaScript coded applications like an online calculator from scratch,https://udemy-images.udemy.com/course/480x270/803378_fc0a.jpg,Laurence Svekis,/javascript-in-action-learn-javascript-projects/,$149.99,Development,288,Web Development,8,4.06
2818,Learn Photoshop from scratch,Solid base for Photoshop beginners,https://udemy-images.udemy.com/course/480x270/1398900_4904_6.jpg,Jawad Abdul Mateen,/photoshop-from-scratch/,$24.99,Design,269,Graphic Design,110,4.18
2819,Introduction to Islamic Banking and Finance,Learn one of the fastest growing segment of the world financial system,https://udemy-images.udemy.com/course/480x270/1593946_94b5_2.jpg,Timur Kazantsev,/introduction-to-islamic-finance/,$24.99,Business,268,Finance,24,4.56
2820,Android for Absolute Beginners,"Learn the basics of Android Development and Java,  great for beginners to start learning and building Android apps!",https://udemy-images.udemy.com/course/480x270/1399796_2d2b_2.jpg,Christopher Coverdale,/android-for-absolute-beginners/,$29.99,IT & Software,294,Other,140,4.5
2821,Amazon FBA Tycoon - Private Label Product Research,How to Source Profitable Amazon Products with Low Competition,https://udemy-images.udemy.com/course/480x270/1585246_1e4e.jpg,Bryan Guerra,/amazon-fba-tycoon-private-label-product-research/,$199.99,Business,268,Entrepreneurship,26,5.0
2822,MS Outlook Training for Complete Beginners - 2 Minute Videos,Learn all the basics of getting started with Microsoft Outlook in UNDER AN HOUR with ZERO PRIOR EXPERIENCE!,https://udemy-images.udemy.com/course/480x270/342224_9f92_2.jpg,Jed Guinto,/30-minute-outlook-training/,$19.99,Office Productivity,292,Microsoft,96,4.35
2823,Leading Effective 1-on-1 Meetings: Win loyalty and retention,Learn how to structure and lead effective 1-on-1 meetings to boost results & benefit your job and career,https://udemy-images.udemy.com/course/480x270/1417868_30ba.jpg,Evan Kimbrell,/leading-effective-1-on-1-meetings-win-loyalty-and-retention/,$99.99,Business,268,Communications,28,4.13
2824,How to Program Your Mind for Success,Think Like a Billionaire,https://udemy-images.udemy.com/course/480x270/1437038_b6ff.jpg,Bryan Guerra,/how-to-program-your-mind-for-success/,$199.99,Personal Development,296,Motivation,176,4.48
2825,How to Create an Online Class & Make It a Best-Seller,"Build a Business Teaching Online - Udemy, Skillshare, and Additional Sales Channels.",https://udemy-images.udemy.com/course/480x270/931824_292d.jpg,Matt Bernstein,/how-to-create-an-online-class-make-it-a-best-seller/,$199.99,Business,268,Home Business,46,4.42
2826,Advanced Copywriting Strategies for Online Sales,The step-by-step system for turning online leads into buyers with advanced copywriting techniques,https://udemy-images.udemy.com/course/480x270/372782_22d5_5.jpg,Brian Yang,/copywriting-courses/,$124.99,Business,268,Sales,32,4.55
2827,Excel Pivot Tables in a Nutshell,Learn how to use Excel Pivot Tables at work plus one killer trick.,https://udemy-images.udemy.com/course/480x270/447780_15cb.jpg,Sebastian Glöckner,/excel-pivot-tables-nutshell/,$34.99,Office Productivity,292,Microsoft,96,4.05
